id,source_id,text,language,user_role,topic,sentiment,answer,route_to,preprocessing_version
307,16,I have a question. How can I send an announcement to all students? What should I do?,en,instructor,notifications,neutral,Post the message in the course Announcements forum.,eLearning Support,1.0.0
149,8,السلام عليكم، كيف اضيف اسئلة عشوائية من بنك الاسئلة؟ ما الحل؟,ar,instructor,quiz_exam,neutral,افتح تحرير الاختبار ثم اختر إضافة سؤال عشوائي.,eLearning Support,1.0.0
154,8,ممكن توضيح، كيف اضيف اسئلة عشوائية من بنك الاسئلة؟ ما الحل؟,ar,instructor,quiz_exam,neutral,افتح تحرير الاختبار ثم اختر إضافة سؤال عشوائي.,eLearning Support,1.0.0
126,7,احتاج مساعدة، تم اغلاق الاختبار قبل اكمال المحاولة,ar,student,quiz_exam,negative,تحقق من وقت الاختبار ثم تواصل مباشرة مع مدرس المقرر.,Course Instructor,1.0.0
175,9,عندي استفسار، اين استطيع مشاهدة درجاتي؟,ar,student,grades,neutral,افتح المقرر ثم اختر الدرجات من قائمة المقرر.,Course Instructor,1.0.0
151,8,ممكن توضيح، كيف اضيف اسئلة عشوائية من بنك الاسئلة؟ ممكن تساعدوني؟,ar,instructor,quiz_exam,neutral,افتح تحرير الاختبار ثم اختر إضافة سؤال عشوائي.,eLearning Support,1.0.0
318,16,I need help. How can I send an announcement to all students? in Moodle.,en,instructor,notifications,neutral,Post the message in the course Announcements forum.,eLearning Support,1.0.0
317,16,I need help. How can I send an announcement to all students?,en,instructor,notifications,neutral,Post the message in the course Announcements forum.,eLearning Support,1.0.0
101,6,احتاج مساعدة، كيف انشئ واجبا جديدا للطلاب؟ ما الحل؟,ar,instructor,assignment,neutral,فعّل وضع التحرير ثم اختر إضافة نشاط من نوع واجب.,eLearning Support,1.0.0
144,8,لو سمحت، كيف اضيف اسئلة عشوائية من بنك الاسئلة؟ في نظام مودل,ar,instructor,quiz_exam,neutral,افتح تحرير الاختبار ثم اختر إضافة سؤال عشوائي.,eLearning Support,1.0.0
332,17,I have a question. The virtual classroom link does not open in Moodle.,en,student,virtual_class,negative,"Check the session time and allow pop-ups, then try the link again.",eLearning Support,1.0.0
269,14,"Please help, How do I record student attendance? Thank you.",en,instructor,attendance,neutral,"Open the Attendance activity, create a session, and record attendance.",eLearning Support,1.0.0
59,3,ممكن توضيح، لا يظهر لي مقرر معالجة اللغة الطبيعية,ar,student,course_enrollment,negative,تحقق من تسجيلك في المقرر، ثم تواصل مع القبول والتسجيل.,Registration Department,1.0.0
335,17,Could you explain? The virtual classroom link does not open Could you help me?,en,student,virtual_class,negative,"Check the session time and allow pop-ups, then try the link again.",eLearning Support,1.0.0
68,4,السلام عليكم، كيف اضيف طالبا الي مقرري؟,ar,instructor,course_enrollment,neutral,افتح المشاركين ثم اختر تسجيل المستخدمين إذا كانت لديك الصلاحية.,eLearning Support,1.0.0
327,17,The virtual classroom link does not open,en,student,virtual_class,negative,"Check the session time and allow pop-ups, then try the link again.",eLearning Support,1.0.0
293,15,I need help. I am not receiving course notifications What should I do?,en,student,notifications,negative,Check your Moodle notification preferences and registered email.,IT Support,1.0.0
395,20,Could you explain? Students receive an error when opening the activity Thank you.,en,instructor,technical_problem,negative,Review the activity restrictions and contact e-learning support.,eLearning Support,1.0.0
397,20,"Please help, Students receive an error when opening the activity",en,instructor,technical_problem,negative,Review the activity restrictions and contact e-learning support.,eLearning Support,1.0.0
342,18,I need help. How do I add a virtual class to my course? Thank you.,en,instructor,virtual_class,neutral,Turn editing on and add the available virtual classroom activity.,eLearning Support,1.0.0
273,14,"Hello, How do I record student attendance? Could you help me?",en,instructor,attendance,neutral,"Open the Attendance activity, create a session, and record attendance.",eLearning Support,1.0.0
358,18,I need help. How do I add a virtual class to my course? What should I do?,en,instructor,virtual_class,neutral,Turn editing on and add the available virtual classroom activity.,eLearning Support,1.0.0
312,16,I have a question. How can I send an announcement to all students?,en,instructor,notifications,neutral,Post the message in the course Announcements forum.,eLearning Support,1.0.0
385,20,"Hello, Students receive an error when opening the activity",en,instructor,technical_problem,negative,Review the activity restrictions and contact e-learning support.,eLearning Support,1.0.0
40,2,احتاج مساعدة، كيف اعيد تعيين كلمة مرور حسابي؟ في نظام مودل,ar,student,login_access,neutral,اضغط على نسيت كلمة المرور واتبع التعليمات المرسلة إلى بريدك.,IT Support,1.0.0
202,11,I cannot download the lecture file,en,student,course_content,negative,Refresh the course page and verify that the resource is available.,eLearning Support,1.0.0
79,4,السلام عليكم، كيف اضيف طالبا الي مقرري؟ في نظام مودل,ar,instructor,course_enrollment,neutral,افتح المشاركين ثم اختر تسجيل المستخدمين إذا كانت لديك الصلاحية.,eLearning Support,1.0.0
93,5,ممكن توضيح، لا يظهر لي زر تسليم الواجب ما الحل؟,ar,student,assignment,negative,تحقق من موعد فتح الواجب وموعد الإغلاق، ثم تواصل مع مدرس المقرر.,Course Instructor,1.0.0
223,12,I have a question. How can I upload lecture slides? Could you help me?,en,instructor,course_content,neutral,Turn editing on and add a File resource to the course section.,eLearning Support,1.0.0
291,15,I have a question. I am not receiving course notifications,en,student,notifications,negative,Check your Moodle notification preferences and registered email.,IT Support,1.0.0
300,15,"Hello, I am not receiving course notifications in Moodle.",en,student,notifications,negative,Check your Moodle notification preferences and registered email.,IT Support,1.0.0
297,15,Could you explain? I am not receiving course notifications,en,student,notifications,negative,Check your Moodle notification preferences and registered email.,IT Support,1.0.0
92,5,عندي استفسار، لا يظهر لي زر تسليم الواجب,ar,student,assignment,negative,تحقق من موعد فتح الواجب وموعد الإغلاق، ثم تواصل مع مدرس المقرر.,Course Instructor,1.0.0
158,8,كيف اضيف اسئلة عشوائية من بنك الاسئلة؟ في نظام مودل,ar,instructor,quiz_exam,neutral,افتح تحرير الاختبار ثم اختر إضافة سؤال عشوائي.,eLearning Support,1.0.0
122,7,عندي استفسار، تم اغلاق الاختبار قبل اكمال المحاولة,ar,student,quiz_exam,negative,تحقق من وقت الاختبار ثم تواصل مباشرة مع مدرس المقرر.,Course Instructor,1.0.0
61,4,عندي استفسار، كيف اضيف طالبا الي مقرري؟ وشكرا,ar,instructor,course_enrollment,neutral,افتح المشاركين ثم اختر تسجيل المستخدمين إذا كانت لديك الصلاحية.,eLearning Support,1.0.0
241,13,My attendance status is incorrect,en,student,attendance,negative,Contact the course instructor and provide the attendance date.,Course Instructor,1.0.0
184,10,عندي استفسار، درجات الاختبار غير ظاهرة للطلاب ممكن تساعدوني؟,ar,instructor,grades,negative,راجع إعدادات خيارات المراجعة وإعدادات إظهار عنصر الدرجة.,eLearning Support,1.0.0
191,10,ممكن توضيح، درجات الاختبار غير ظاهرة للطلاب وشكرا,ar,instructor,grades,negative,راجع إعدادات خيارات المراجعة وإعدادات إظهار عنصر الدرجة.,eLearning Support,1.0.0
63,4,ممكن توضيح، كيف اضيف طالبا الي مقرري؟ ممكن تساعدوني؟,ar,instructor,course_enrollment,neutral,افتح المشاركين ثم اختر تسجيل المستخدمين إذا كانت لديك الصلاحية.,eLearning Support,1.0.0
277,14,Could you explain? How do I record student attendance? Could you help me?,en,instructor,attendance,neutral,"Open the Attendance activity, create a session, and record attendance.",eLearning Support,1.0.0
115,6,لو سمحت، كيف انشئ واجبا جديدا للطلاب؟ في نظام مودل,ar,instructor,assignment,neutral,فعّل وضع التحرير ثم اختر إضافة نشاط من نوع واجب.,eLearning Support,1.0.0
193,10,لو سمحت، درجات الاختبار غير ظاهرة للطلاب ممكن تساعدوني؟,ar,instructor,grades,negative,راجع إعدادات خيارات المراجعة وإعدادات إظهار عنصر الدرجة.,eLearning Support,1.0.0
357,18,I have a question. How do I add a virtual class to my course? in Moodle.,en,instructor,virtual_class,neutral,Turn editing on and add the available virtual classroom activity.,eLearning Support,1.0.0
173,9,السلام عليكم، اين استطيع مشاهدة درجاتي؟ في نظام مودل,ar,student,grades,neutral,افتح المقرر ثم اختر الدرجات من قائمة المقرر.,Course Instructor,1.0.0
163,9,عندي استفسار، اين استطيع مشاهدة درجاتي؟ ما الحل؟,ar,student,grades,neutral,افتح المقرر ثم اختر الدرجات من قائمة المقرر.,Course Instructor,1.0.0
179,9,السلام عليكم، اين استطيع مشاهدة درجاتي؟,ar,student,grades,neutral,افتح المقرر ثم اختر الدرجات من قائمة المقرر.,Course Instructor,1.0.0
168,9,عندي استفسار، اين استطيع مشاهدة درجاتي؟ وشكرا,ar,student,grades,neutral,افتح المقرر ثم اختر الدرجات من قائمة المقرر.,Course Instructor,1.0.0
83,5,احتاج مساعدة، لا يظهر لي زر تسليم الواجب وشكرا,ar,student,assignment,negative,تحقق من موعد فتح الواجب وموعد الإغلاق، ثم تواصل مع مدرس المقرر.,Course Instructor,1.0.0
235,12,"Please help, How can I upload lecture slides?",en,instructor,course_content,neutral,Turn editing on and add a File resource to the course section.,eLearning Support,1.0.0
194,10,ممكن توضيح، درجات الاختبار غير ظاهرة للطلاب,ar,instructor,grades,negative,راجع إعدادات خيارات المراجعة وإعدادات إظهار عنصر الدرجة.,eLearning Support,1.0.0
74,4,السلام عليكم، كيف اضيف طالبا الي مقرري؟ وشكرا,ar,instructor,course_enrollment,neutral,افتح المشاركين ثم اختر تسجيل المستخدمين إذا كانت لديك الصلاحية.,eLearning Support,1.0.0
288,15,"Hello, I am not receiving course notifications",en,student,notifications,negative,Check your Moodle notification preferences and registered email.,IT Support,1.0.0
354,18,"Please help, How do I add a virtual class to my course? What should I do?",en,instructor,virtual_class,neutral,Turn editing on and add the available virtual classroom activity.,eLearning Support,1.0.0
359,18,"Hello, How do I add a virtual class to my course? Could you help me?",en,instructor,virtual_class,neutral,Turn editing on and add the available virtual classroom activity.,eLearning Support,1.0.0
91,5,لا يظهر لي زر تسليم الواجب في نظام مودل,ar,student,assignment,negative,تحقق من موعد فتح الواجب وموعد الإغلاق، ثم تواصل مع مدرس المقرر.,Course Instructor,1.0.0
355,18,I need help. How do I add a virtual class to my course? in Moodle.,en,instructor,virtual_class,neutral,Turn editing on and add the available virtual classroom activity.,eLearning Support,1.0.0
196,10,السلام عليكم، درجات الاختبار غير ظاهرة للطلاب وشكرا,ar,instructor,grades,negative,راجع إعدادات خيارات المراجعة وإعدادات إظهار عنصر الدرجة.,eLearning Support,1.0.0
17,1,ممكن توضيح، لا استطيع تسجيل الدخول الي مودل ما الحل؟,ar,student,login_access,negative,استخدم خيار نسيت كلمة المرور أو تواصل مع الدعم التقني.,IT Support,1.0.0
14,1,لا استطيع تسجيل الدخول الي مودل,ar,student,login_access,negative,استخدم خيار نسيت كلمة المرور أو تواصل مع الدعم التقني.,IT Support,1.0.0
13,1,السلام عليكم، لا استطيع تسجيل الدخول الي مودل ما الحل؟,ar,student,login_access,negative,استخدم خيار نسيت كلمة المرور أو تواصل مع الدعم التقني.,IT Support,1.0.0
41,3,ممكن توضيح، لا يظهر لي مقرر معالجة اللغة الطبيعية ما الحل؟,ar,student,course_enrollment,negative,تحقق من تسجيلك في المقرر، ثم تواصل مع القبول والتسجيل.,Registration Department,1.0.0
190,10,السلام عليكم، درجات الاختبار غير ظاهرة للطلاب ممكن تساعدوني؟,ar,instructor,grades,negative,راجع إعدادات خيارات المراجعة وإعدادات إظهار عنصر الدرجة.,eLearning Support,1.0.0
200,10,احتاج مساعدة، درجات الاختبار غير ظاهرة للطلاب في نظام مودل,ar,instructor,grades,negative,راجع إعدادات خيارات المراجعة وإعدادات إظهار عنصر الدرجة.,eLearning Support,1.0.0
328,17,I have a question. The virtual classroom link does not open Could you help me?,en,student,virtual_class,negative,"Check the session time and allow pop-ups, then try the link again.",eLearning Support,1.0.0
37,2,كيف اعيد تعيين كلمة مرور حسابي؟,ar,student,login_access,neutral,اضغط على نسيت كلمة المرور واتبع التعليمات المرسلة إلى بريدك.,IT Support,1.0.0
243,13,Could you explain? My attendance status is incorrect in Moodle.,en,student,attendance,negative,Contact the course instructor and provide the attendance date.,Course Instructor,1.0.0
15,1,احتاج مساعدة، لا استطيع تسجيل الدخول الي مودل وشكرا,ar,student,login_access,negative,استخدم خيار نسيت كلمة المرور أو تواصل مع الدعم التقني.,IT Support,1.0.0
260,13,"Hello, My attendance status is incorrect in Moodle.",en,student,attendance,negative,Contact the course instructor and provide the attendance date.,Course Instructor,1.0.0
51,3,لا يظهر لي مقرر معالجة اللغة الطبيعية في نظام مودل,ar,student,course_enrollment,negative,تحقق من تسجيلك في المقرر، ثم تواصل مع القبول والتسجيل.,Registration Department,1.0.0
244,13,Could you explain? My attendance status is incorrect Could you help me?,en,student,attendance,negative,Contact the course instructor and provide the attendance date.,Course Instructor,1.0.0
66,4,لو سمحت، كيف اضيف طالبا الي مقرري؟ ما الحل؟,ar,instructor,course_enrollment,neutral,افتح المشاركين ثم اختر تسجيل المستخدمين إذا كانت لديك الصلاحية.,eLearning Support,1.0.0
185,10,عندي استفسار، درجات الاختبار غير ظاهرة للطلاب ما الحل؟,ar,instructor,grades,negative,راجع إعدادات خيارات المراجعة وإعدادات إظهار عنصر الدرجة.,eLearning Support,1.0.0
135,7,السلام عليكم، تم اغلاق الاختبار قبل اكمال المحاولة في نظام مودل,ar,student,quiz_exam,negative,تحقق من وقت الاختبار ثم تواصل مباشرة مع مدرس المقرر.,Course Instructor,1.0.0
48,3,عندي استفسار، لا يظهر لي مقرر معالجة اللغة الطبيعية,ar,student,course_enrollment,negative,تحقق من تسجيلك في المقرر، ثم تواصل مع القبول والتسجيل.,Registration Department,1.0.0
109,6,السلام عليكم، كيف انشئ واجبا جديدا للطلاب؟ في نظام مودل,ar,instructor,assignment,neutral,فعّل وضع التحرير ثم اختر إضافة نشاط من نوع واجب.,eLearning Support,1.0.0
296,15,I am not receiving course notifications Thank you.,en,student,notifications,negative,Check your Moodle notification preferences and registered email.,IT Support,1.0.0
56,3,السلام عليكم، لا يظهر لي مقرر معالجة اللغة الطبيعية ما الحل؟,ar,student,course_enrollment,negative,تحقق من تسجيلك في المقرر، ثم تواصل مع القبول والتسجيل.,Registration Department,1.0.0
110,6,احتاج مساعدة، كيف انشئ واجبا جديدا للطلاب؟,ar,instructor,assignment,neutral,فعّل وضع التحرير ثم اختر إضافة نشاط من نوع واجب.,eLearning Support,1.0.0
52,3,السلام عليكم، لا يظهر لي مقرر معالجة اللغة الطبيعية في نظام مودل,ar,student,course_enrollment,negative,تحقق من تسجيلك في المقرر، ثم تواصل مع القبول والتسجيل.,Registration Department,1.0.0
400,20,"Hello, Students receive an error when opening the activity Thank you.",en,instructor,technical_problem,negative,Review the activity restrictions and contact e-learning support.,eLearning Support,1.0.0
236,12,I have a question. How can I upload lecture slides? Thank you.,en,instructor,course_content,neutral,Turn editing on and add a File resource to the course section.,eLearning Support,1.0.0
246,13,I need help. My attendance status is incorrect in Moodle.,en,student,attendance,negative,Contact the course instructor and provide the attendance date.,Course Instructor,1.0.0
114,6,السلام عليكم، كيف انشئ واجبا جديدا للطلاب؟,ar,instructor,assignment,neutral,فعّل وضع التحرير ثم اختر إضافة نشاط من نوع واجب.,eLearning Support,1.0.0
383,20,"Hello, Students receive an error when opening the activity in Moodle.",en,instructor,technical_problem,negative,Review the activity restrictions and contact e-learning support.,eLearning Support,1.0.0
43,3,احتاج مساعدة، لا يظهر لي مقرر معالجة اللغة الطبيعية وشكرا,ar,student,course_enrollment,negative,تحقق من تسجيلك في المقرر، ثم تواصل مع القبول والتسجيل.,Registration Department,1.0.0
286,15,"Hello, I am not receiving course notifications Thank you.",en,student,notifications,negative,Check your Moodle notification preferences and registered email.,IT Support,1.0.0
389,20,"Please help, Students receive an error when opening the activity in Moodle.",en,instructor,technical_problem,negative,Review the activity restrictions and contact e-learning support.,eLearning Support,1.0.0
258,13,"Please help, My attendance status is incorrect in Moodle.",en,student,attendance,negative,Contact the course instructor and provide the attendance date.,Course Instructor,1.0.0
88,5,السلام عليكم، لا يظهر لي زر تسليم الواجب وشكرا,ar,student,assignment,negative,تحقق من موعد فتح الواجب وموعد الإغلاق، ثم تواصل مع مدرس المقرر.,Course Instructor,1.0.0
221,12,Could you explain? How can I upload lecture slides? in Moodle.,en,instructor,course_content,neutral,Turn editing on and add a File resource to the course section.,eLearning Support,1.0.0
322,17,I need help. The virtual classroom link does not open What should I do?,en,student,virtual_class,negative,"Check the session time and allow pop-ups, then try the link again.",eLearning Support,1.0.0
306,16,Could you explain? How can I send an announcement to all students? Thank you.,en,instructor,notifications,neutral,Post the message in the course Announcements forum.,eLearning Support,1.0.0
248,13,I need help. My attendance status is incorrect What should I do?,en,student,attendance,negative,Contact the course instructor and provide the attendance date.,Course Instructor,1.0.0
80,4,كيف اضيف طالبا الي مقرري؟ ما الحل؟,ar,instructor,course_enrollment,neutral,افتح المشاركين ثم اختر تسجيل المستخدمين إذا كانت لديك الصلاحية.,eLearning Support,1.0.0
233,12,How can I upload lecture slides?,en,instructor,course_content,neutral,Turn editing on and add a File resource to the course section.,eLearning Support,1.0.0
31,2,لو سمحت، كيف اعيد تعيين كلمة مرور حسابي؟,ar,student,login_access,neutral,اضغط على نسيت كلمة المرور واتبع التعليمات المرسلة إلى بريدك.,IT Support,1.0.0
189,10,درجات الاختبار غير ظاهرة للطلاب وشكرا,ar,instructor,grades,negative,راجع إعدادات خيارات المراجعة وإعدادات إظهار عنصر الدرجة.,eLearning Support,1.0.0
299,15,Could you explain? I am not receiving course notifications Could you help me?,en,student,notifications,negative,Check your Moodle notification preferences and registered email.,IT Support,1.0.0
229,12,Could you explain? How can I upload lecture slides? Thank you.,en,instructor,course_content,neutral,Turn editing on and add a File resource to the course section.,eLearning Support,1.0.0
290,15,"Please help, I am not receiving course notifications Could you help me?",en,student,notifications,negative,Check your Moodle notification preferences and registered email.,IT Support,1.0.0
1,1,ممكن توضيح، لا استطيع تسجيل الدخول الي مودل,ar,student,login_access,negative,استخدم خيار نسيت كلمة المرور أو تواصل مع الدعم التقني.,IT Support,1.0.0
255,13,"Please help, My attendance status is incorrect",en,student,attendance,negative,Contact the course instructor and provide the attendance date.,Course Instructor,1.0.0
124,7,احتاج مساعدة، تم اغلاق الاختبار قبل اكمال المحاولة ما الحل؟,ar,student,quiz_exam,negative,تحقق من وقت الاختبار ثم تواصل مباشرة مع مدرس المقرر.,Course Instructor,1.0.0
77,4,عندي استفسار، كيف اضيف طالبا الي مقرري؟ ممكن تساعدوني؟,ar,instructor,course_enrollment,neutral,افتح المشاركين ثم اختر تسجيل المستخدمين إذا كانت لديك الصلاحية.,eLearning Support,1.0.0
18,1,عندي استفسار، لا استطيع تسجيل الدخول الي مودل ما الحل؟,ar,student,login_access,negative,استخدم خيار نسيت كلمة المرور أو تواصل مع الدعم التقني.,IT Support,1.0.0
2,1,احتاج مساعدة، لا استطيع تسجيل الدخول الي مودل,ar,student,login_access,negative,استخدم خيار نسيت كلمة المرور أو تواصل مع الدعم التقني.,IT Support,1.0.0
348,18,Could you explain? How do I add a virtual class to my course? Could you help me?,en,instructor,virtual_class,neutral,Turn editing on and add the available virtual classroom activity.,eLearning Support,1.0.0
86,5,السلام عليكم، لا يظهر لي زر تسليم الواجب ممكن تساعدوني؟,ar,student,assignment,negative,تحقق من موعد فتح الواجب وموعد الإغلاق، ثم تواصل مع مدرس المقرر.,Course Instructor,1.0.0
305,16,"Hello, How can I send an announcement to all students? What should I do?",en,instructor,notifications,neutral,Post the message in the course Announcements forum.,eLearning Support,1.0.0
261,14,I have a question. How do I record student attendance? Thank you.,en,instructor,attendance,neutral,"Open the Attendance activity, create a session, and record attendance.",eLearning Support,1.0.0
120,6,ممكن توضيح، كيف انشئ واجبا جديدا للطلاب؟ ما الحل؟,ar,instructor,assignment,neutral,فعّل وضع التحرير ثم اختر إضافة نشاط من نوع واجب.,eLearning Support,1.0.0
98,5,عندي استفسار، لا يظهر لي زر تسليم الواجب ممكن تساعدوني؟,ar,student,assignment,negative,تحقق من موعد فتح الواجب وموعد الإغلاق، ثم تواصل مع مدرس المقرر.,Course Instructor,1.0.0
362,19,The Moodle page keeps loading without opening in Moodle.,en,student,technical_problem,negative,Clear the browser cache and try another supported browser.,IT Support,1.0.0
303,16,How can I send an announcement to all students? Could you help me?,en,instructor,notifications,neutral,Post the message in the course Announcements forum.,eLearning Support,1.0.0
264,14,"Please help, How do I record student attendance? in Moodle.",en,instructor,attendance,neutral,"Open the Attendance activity, create a session, and record attendance.",eLearning Support,1.0.0
315,16,"Hello, How can I send an announcement to all students? Thank you.",en,instructor,notifications,neutral,Post the message in the course Announcements forum.,eLearning Support,1.0.0
370,19,I need help. The Moodle page keeps loading without opening Thank you.,en,student,technical_problem,negative,Clear the browser cache and try another supported browser.,IT Support,1.0.0
53,3,لا يظهر لي مقرر معالجة اللغة الطبيعية ممكن تساعدوني؟,ar,student,course_enrollment,negative,تحقق من تسجيلك في المقرر، ثم تواصل مع القبول والتسجيل.,Registration Department,1.0.0
